N° Adresse;N° Article ;N° Ingenieur Commercial;Date facturation ;Date livraison ;N° de facture ;N° commande;Desc article;Quantite;Qte ouverte;Commande Ouverte;Chiffre Affaire;Montant;Rupture de stock;Cout;Marge;N° Client 
14;72;14;20/08/2016;18/11/2020;2468;19824;Pour vente ;1811;55; Pour vente;290896,00;5918321,00;Non;11107,00;1999,00;12723023
2;239;18;21/08/2016;19/11/2020;2482;11906;Pour vente ;1435;92; Pour vente;292112,00;4469803,00;Non;15706,00;1367,00;15464094
19;14;20;22/08/2016;20/11/2020;1608;12650;Pour vente ;1189;27; Pour vente;255421,00;3616706,00;Non;10263,00;1283,00;17543767
15;186;15;23/08/2016;21/11/2020;3150;18721;Pour vente ;1391;24; Pour vente;291732,00;5951917,00;Non;14659,00;1800,00;18555236
20;73;20;24/08/2016;22/11/2020;2909;14529;Pour vente ;2237;65; Pour vente;259171,00;2071917,00;Non;16371,00;1264,00;16116901
8;166;11;25/08/2016;23/11/2020;2712;12849;Pour vente ;2383;35; Pour vente;251472,00;6790113,00;Non;14833,00;1694,00;18479960
10;137;17;26/08/2016;24/11/2020;2752;10796;Pour vente ;2039;69; Pour vente;263707,00;4133144,00;Non;14852,00;1940,00;18043460
11;55;15;27/08/2016;25/11/2020;2694;13724;Pour vente ;460;80; Pour vente;262038,00;2863636,00;Non;11157,00;1213,00;17050666
12;252;11;28/08/2016;26/11/2020;3373;13527;Pour vente ;2453;30; Pour vente;260016,00;4107377,00;Non;13529,00;1439,00;19486163
3;109;20;29/08/2016;27/11/2020;3252;13592;Pour vente ;1046;96; Pour vente;266170,00;7531556,00;Non;14584,00;1853,00;19603886
12;59;20;30/08/2016;28/11/2020;3069;19363;Pour vente ;1668;100; Pour vente;271346,00;5421552,00;Non;16987,00;1440,00;17231798
17;90;10;31/08/2016;29/11/2020;1713;18318;Pour vente ;233;48; Pour vente;290557,00;6631153,00;Non;15641,00;1538,00;10276097
9;204;18;01/09/2016;30/11/2020;2906;19990;Pour vente ;1508;66; Pour vente;263480,00;4962362,00;Non;12262,00;1957,00;11606854
1;102;16;02/09/2016;01/12/2020;3264;19680;Pour vente ;1916;30; Pour vente;263975,00;5436071,00;Non;14522,00;1586,00;14373514
6;40;11;03/09/2016;02/12/2020;3229;15222;Pour vente ;2476;84; Pour vente;272460,00;2585488,00;Non;15255,00;1977,00;14096855
9;38;13;04/09/2016;03/12/2020;2866;16897;Pour vente ;1966;47; Pour vente;260072,00;5109368,00;Non;15425,00;1095,00;10460496
3;247;13;05/09/2016;04/12/2020;3125;14484;Pour vente ;913;63; Pour vente;275914,00;7828578,00;Non;10756,00;1165,00;19723750
14;144;18;06/09/2016;05/12/2020;2546;19966;Pour vente ;1917;62; Pour vente;261356,00;4937872,00;Non;19141,00;1057,00;17196252
12;151;18;07/09/2016;06/12/2020;2673;15363;Pour vente ;945;27; Pour vente;270979,00;4750601,00;Non;19224,00;1973,00;18789344
6;123;19;08/09/2016;07/12/2020;3826;19151;Pour vente ;1559;95; Pour vente;261714,00;7190279,00;Non;15142,00;1553,00;10907363
8;148;12;09/09/2016;08/12/2020;2969;14322;Pour vente ;550;66; Pour vente;266978,00;7847667,00;Non;17818,00;1150,00;10068213
17;20;14;10/09/2016;09/12/2020;1621;16052;Pour vente ;1722;65; Pour vente;296002,00;3459446,00;Non;13369,00;1581,00;18768150
1;204;18;11/09/2016;10/12/2020;3946;10471;Pour vente ;1097;93; Pour vente;265747,00;3280396,00;Non;19030,00;1803,00;13666859
20;203;16;12/09/2016;11/12/2020;2370;14282;Pour vente ;551;51; Pour vente;285307,00;4111155,00;Non;12464,00;1125,00;13415209
14;214;14;13/09/2016;12/12/2020;1778;15940;Pour vente ;612;32; Pour vente;269458,00;2252595,00;Non;10964,00;1811,00;16910294
2;35;20;14/09/2016;13/12/2020;3036;15340;Pour vente ;1067;61; Pour vente;285649,00;2589407,00;Non;14478,00;1822,00;10626605
17;233;12;15/09/2016;14/12/2020;1836;16684;Pour vente ;1495;72; Pour vente;273003,00;5005750,00;Non;15864,00;1430,00;17888497
2;237;13;16/09/2016;15/12/2020;2230;19809;Pour vente ;1205;86; Pour vente;252964,00;7730191,00;Non;12054,00;1219,00;18164519
5;27;11;17/09/2016;16/12/2020;3374;16562;Pour vente ;1958;88; Pour vente;274173,00;7083376,00;Non;13163,00;1706,00;11312186
8;62;18;18/09/2016;17/12/2020;3833;15987;Pour vente ;1317;45; Pour vente;263813,00;5284375,00;Non;16289,00;1884,00;10855587
3;15;16;19/09/2016;18/12/2020;1602;19821;Pour vente ;649;91; Pour vente;253588,00;2938513,00;Non;16349,00;1597,00;15467012
2;246;10;20/09/2016;19/12/2020;2704;11307;Pour vente ;349;29; Pour vente;279650,00;6996705,00;Non;17507,00;1817,00;10353433
7;186;10;21/09/2016;20/12/2020;2958;11454;Pour vente ;1384;89; Pour vente;292799,00;3641074,00;Non;11302,00;1909,00;17559376
12;219;17;22/09/2016;21/12/2020;3908;14961;Pour vente ;1714;51; Pour vente;293706,00;2577530,00;Non;17470,00;1951,00;16219768
3;168;12;23/09/2016;22/12/2020;2096;18390;Pour vente ;841;44; Pour vente;286275,00;7052426,00;Non;16927,00;1914,00;13468867
20;179;10;24/09/2016;23/12/2020;1530;17828;Pour vente ;1220;88; Pour vente;252398,00;4315782,00;Non;11724,00;1579,00;13659137
10;33;10;25/09/2016;24/12/2020;2646;18566;Pour vente ;704;52; Pour vente;256908,00;6520730,00;Non;16047,00;1676,00;16240127
18;126;16;26/09/2016;25/12/2020;1548;16924;Pour vente ;1383;82; Pour vente;269940,00;3098554,00;Non;11192,00;1175,00;14121122
1;101;11;27/09/2016;26/12/2020;2668;13352;Pour vente ;1685;50; Pour vente;282765,00;2739380,00;Non;16033,00;1805,00;14473693
5;256;14;28/09/2016;27/12/2020;3303;18362;Pour vente ;1659;63; Pour vente;287413,00;6460661,00;Non;19035,00;1030,00;11889993
11;165;20;29/09/2016;28/12/2020;1672;19150;Pour vente ;863;51; Pour vente;256854,00;6376310,00;Non;19616,00;1886,00;16393581
17;145;17;30/09/2016;29/12/2020;2868;11335;Pour vente ;2152;61; Pour vente;253837,00;2574649,00;Non;18224,00;1346,00;12886360
14;159;10;01/10/2016;30/12/2020;3167;14878;Pour vente ;1438;25; Pour vente;256994,00;2590601,00;Non;17047,00;1025,00;15212730
10;44;16;02/10/2016;31/12/2020;3457;12519;Pour vente ;319;42; Pour vente;252398,00;5925750,00;Non;14114,00;1749,00;14897469
17;11;14;03/10/2016;01/01/2021;3441;11931;Pour vente ;1999;37; Pour vente;286656,00;2425487,00;Non;16457,00;1421,00;10859585
14;196;13;04/10/2016;02/01/2021;2557;18982;Pour vente ;966;34; Pour vente;268837,00;7479230,00;Non;16530,00;1440,00;11878123
11;190;10;05/10/2016;03/01/2021;2496;17960;Pour vente ;672;61; Pour vente;285767,00;4117878,00;Non;15227,00;1483,00;11742727
15;185;17;06/10/2016;04/01/2021;1935;16106;Pour vente ;2134;75; Pour vente;255494,00;3517164,00;Non;16741,00;1441,00;12243463
13;121;10;07/10/2016;05/01/2021;2378;12414;Pour vente ;1840;93; Pour vente;284787,00;3865973,00;Non;13243,00;1762,00;18760181
12;114;15;08/10/2016;06/01/2021;2163;10054;Pour vente ;786;29; Pour vente;256062,00;5916332,00;Non;16953,00;1054,00;11087931
15;68;20;09/10/2016;07/01/2021;3114;13103;Pour vente ;1139;87; Pour vente;252114,00;7553216,00;Non;10167,00;1656,00;19663693
6;243;10;10/10/2016;08/01/2021;2678;15413;Pour vente ;2427;37; Pour vente;291922,00;3009581,00;Non;16862,00;1198,00;12087755
13;105;10;11/10/2016;09/01/2021;2724;10106;Pour vente ;2410;48; Pour vente;258398,00;2447615,00;Non;10888,00;1971,00;14747942
11;95;10;12/10/2016;10/01/2021;3198;19110;Pour vente ;1033;38; Pour vente;253371,00;7887497,00;Non;19684,00;1152,00;18248560
7;126;18;13/10/2016;11/01/2021;3557;10258;Pour vente ;1242;68; Pour vente;252666,00;2267117,00;Non;11372,00;1752,00;18092747
20;199;16;14/10/2016;12/01/2021;2880;15370;Pour vente ;905;82; Pour vente;277347,00;6071523,00;Non;12271,00;1973,00;16443199
16;67;15;15/10/2016;13/01/2021;1960;19298;Pour vente ;2310;70; Pour vente;274290,00;2724334,00;Non;18948,00;1508,00;14848261
10;69;14;16/10/2016;14/01/2021;2286;11602;Pour vente ;1707;71; Pour vente;250192,00;7661332,00;Non;14198,00;1814,00;16739402
6;176;16;17/10/2016;15/01/2021;2881;17521;Pour vente ;1844;51; Pour vente;260406,00;3993972,00;Non;18849,00;1871,00;12393483
19;77;12;18/10/2016;16/01/2021;1855;18215;Pour vente ;2461;37; Pour vente;267716,00;2235377,00;Non;19892,00;1139,00;10482999
19;172;10;19/10/2016;17/01/2021;2008;17569;Pour vente ;2181;68; Pour vente;274041,00;3562626,00;Non;16711,00;1897,00;14175449
4;51;15;20/10/2016;18/01/2021;1936;11786;Pour vente ;524;68; Pour vente;296345,00;3720893,00;Non;18628,00;1810,00;15486120
2;10;11;21/10/2016;19/01/2021;3643;18419;Pour vente ;243;47; Pour vente;293929,00;3615086,00;Non;19940,00;1873,00;17904949
9;36;13;22/10/2016;20/01/2021;1810;11871;Pour vente ;554;59; Pour vente;264370,00;2570852,00;Non;14242,00;1239,00;15321262
12;246;19;23/10/2016;21/01/2021;3930;18088;Pour vente ;205;22; Pour vente;266284,00;5129216,00;Non;17405,00;1359,00;14717307
8;88;11;24/10/2016;22/01/2021;1660;17087;Pour vente ;1661;100; Pour vente;283048,00;7640967,00;Non;19673,00;1877,00;11700675
9;88;19;25/10/2016;23/01/2021;3074;13350;Pour vente ;2022;31; Pour vente;272484,00;3949986,00;Non;13254,00;1371,00;13704566
10;123;14;26/10/2016;24/01/2021;3487;15398;Pour vente ;700;63; Pour vente;256175,00;6437185,00;Non;17987,00;1923,00;16594511
20;13;12;27/10/2016;25/01/2021;2327;10113;Pour vente ;1731;49; Pour vente;295739,00;3525852,00;Non;18836,00;1865,00;19608267
9;206;15;28/10/2016;26/01/2021;3135;11948;Pour vente ;1613;56; Pour vente;259588,00;3866837,00;Non;12672,00;1141,00;16035575
7;145;19;29/10/2016;27/01/2021;3403;14242;Pour vente ;1347;93; Pour vente;280989,00;3028161,00;Non;16002,00;1621,00;11425705
10;97;11;30/10/2016;28/01/2021;3197;14054;Pour vente ;397;94; Pour vente;263820,00;3709498,00;Non;17667,00;1709,00;16372169
12;82;13;31/10/2016;29/01/2021;2319;10870;Pour vente ;465;84; Pour vente;292919,00;3336824,00;Non;15557,00;1889,00;13214006
4;11;15;01/11/2016;30/01/2021;3403;12442;Pour vente ;1174;78; Pour vente;289396,00;3342594,00;Non;16293,00;1812,00;12875308
11;92;15;02/11/2016;31/01/2021;2609;10184;Pour vente ;1528;80; Pour vente;279728,00;3244066,00;Non;11683,00;1131,00;15342959
10;47;13;03/11/2016;01/02/2021;3570;14779;Pour vente ;1990;36; Pour vente;284120,00;3034755,00;Non;11288,00;1805,00;13540522
2;38;15;04/11/2016;02/02/2021;1995;18361;Pour vente ;404;72; Pour vente;291396,00;7952352,00;Non;14716,00;1832,00;10089945
17;154;19;05/11/2016;03/02/2021;2449;16028;Pour vente ;569;33; Pour vente;286961,00;4612286,00;Non;13936,00;1617,00;15195416
20;252;11;06/11/2016;04/02/2021;2399;14308;Pour vente ;401;75; Pour vente;281932,00;3397827,00;Non;19701,00;1614,00;10849099
8;211;15;07/11/2016;05/02/2021;1772;12336;Pour vente ;781;58; Pour vente;253685,00;6237807,00;Non;10953,00;1037,00;11313299
14;57;10;08/11/2016;06/02/2021;1982;14859;Pour vente ;1193;56; Pour vente;254195,00;5742834,00;Non;12157,00;1399,00;18511464
16;40;18;09/11/2016;07/02/2021;2439;11313;Pour vente ;910;39; Pour vente;260652,00;6404590,00;Non;18238,00;1112,00;19328692
13;22;18;10/11/2016;08/02/2021;3419;12285;Pour vente ;1890;69; Pour vente;260279,00;4609120,00;Non;13492,00;1637,00;12386484
13;129;18;11/11/2016;09/02/2021;3337;12239;Pour vente ;2324;64; Pour vente;267461,00;6100995,00;Non;17002,00;1945,00;12240560
17;22;12;12/11/2016;10/02/2021;3972;13732;Pour vente ;2321;31; Pour vente;297294,00;2854300,00;Non;17175,00;1216,00;10519445
2;45;11;13/11/2016;11/02/2021;2294;13356;Pour vente ;2015;73; Pour vente;259817,00;2921590,00;Non;13656,00;1816,00;16649164
16;180;20;14/11/2016;12/02/2021;1668;10267;Pour vente ;1867;48; Pour vente;259144,00;2100778,00;Non;18194,00;1439,00;14666497
4;51;19;15/11/2016;13/02/2021;2265;13445;Pour vente ;1039;71; Pour vente;267689,00;4730889,00;Non;16216,00;1407,00;11420786
1;202;12;16/11/2016;14/02/2021;2411;15386;Pour vente ;163;32; Pour vente;278631,00;7095788,00;Non;18412,00;1565,00;13144830
15;244;20;17/11/2016;15/02/2021;2838;10612;Pour vente ;1428;72; Pour vente;297034,00;5011263,00;Non;16995,00;1712,00;16972832
5;32;13;18/11/2016;16/02/2021;2947;11128;Pour vente ;778;82; Pour vente;259572,00;2351912,00;Non;17542,00;1300,00;10003825
4;138;20;19/11/2016;17/02/2021;3806;10003;Pour vente ;1416;97; Pour vente;299753,00;7034763,00;Non;12555,00;1285,00;17846171
2;94;12;20/11/2016;18/02/2021;2271;12694;Pour vente ;671;81; Pour vente;253071,00;4883653,00;Non;19638,00;1830,00;12307555
20;68;12;21/11/2016;19/02/2021;2288;10223;Pour vente ;216;24; Pour vente;293054,00;6995306,00;Non;11776,00;1716,00;10104571
3;156;15;22/11/2016;20/02/2021;3668;14511;Pour vente ;1489;79; Pour vente;251652,00;2656050,00;Non;14449,00;1710,00;13401185
8;138;14;23/11/2016;21/02/2021;2590;13629;Pour vente ;744;95; Pour vente;258720,00;3429078,00;Non;10082,00;1764,00;18653073
2;66;16;24/11/2016;22/02/2021;2257;16440;Pour vente ;1780;97; Pour vente;294637,00;5922287,00;Non;13745,00;1990,00;19959262
14;235;12;25/11/2016;23/02/2021;3141;19846;Pour vente ;817;37; Pour vente;282811,00;4666005,00;Non;11408,00;1985,00;13437523
1;195;12;26/11/2016;24/02/2021;2449;10561;Pour vente ;183;54; Pour vente;292177,00;2834923,00;Non;17866,00;1787,00;18630936
15;99;10;27/11/2016;25/02/2021;1787;19324;Pour vente ;2394;79; Pour vente;291406,00;7604636,00;Non;12659,00;1917,00;19811019
14;229;19;28/11/2016;26/02/2021;1768;16260;Pour vente ;1753;89; Pour vente;272011,00;7116456,00;Non;19284,00;1967,00;17139373
13;137;16;29/11/2016;27/02/2021;3107;17765;Pour vente ;1077;33; Pour vente;269664,00;3646252,00;Non;11618,00;1158,00;10789365
17;92;13;30/11/2016;28/02/2021;3588;10390;Pour vente ;2215;53; Pour vente;257640,00;5352965,00;Non;10732,00;1518,00;10489637
17;254;18;01/12/2016;01/03/2021;2241;15377;Pour vente ;1340;36; Pour vente;270809,00;5497672,00;Non;10474,00;1695,00;13521002
4;228;13;02/12/2016;02/03/2021;2987;15510;Pour vente ;706;42; Pour vente;261997,00;6201945,00;Non;17788,00;1164,00;14020176
3;123;20;03/12/2016;03/03/2021;2927;18382;Pour vente ;1753;30; Pour vente;277303,00;2374313,00;Non;16607,00;1648,00;15088771
15;152;10;04/12/2016;04/03/2021;2893;11912;Pour vente ;1635;31; Pour vente;276400,00;5979947,00;Non;16563,00;1574,00;10192560
9;73;11;05/12/2016;05/03/2021;2628;10316;Pour vente ;751;64; Pour vente;288041,00;7451870,00;Non;13897,00;1749,00;13721747
8;154;11;06/12/2016;06/03/2021;2702;18083;Pour vente ;1889;82; Pour vente;294404,00;6795952,00;Non;13521,00;1020,00;16159236
19;206;19;07/12/2016;07/03/2021;2239;17670;Pour vente ;714;20; Pour vente;284282,00;7122391,00;Non;12295,00;1238,00;14574302
20;115;10;08/12/2016;08/03/2021;1922;18658;Pour vente ;389;21; Pour vente;297156,00;4837868,00;Non;15408,00;1001,00;15138169
19;183;12;09/12/2016;09/03/2021;1733;12789;Pour vente ;2468;45; Pour vente;276438,00;5416656,00;Non;15625,00;1961,00;15278677
19;23;13;10/12/2016;10/03/2021;3181;19172;Pour vente ;517;36; Pour vente;274049,00;6601897,00;Non;11297,00;1086,00;17057716
4;205;18;11/12/2016;11/03/2021;2630;19391;Pour vente ;133;100; Pour vente;272280,00;7068793,00;Non;19569,00;1065,00;19551950
19;173;11;12/12/2016;12/03/2021;3872;19574;Pour vente ;1638;33; Pour vente;291181,00;4175599,00;Non;15715,00;1010,00;11713933
19;202;19;13/12/2016;13/03/2021;3715;17714;Pour vente ;628;23; Pour vente;258691,00;7214356,00;Non;17555,00;1183,00;12533413
19;12;15;14/12/2016;14/03/2021;3598;17903;Pour vente ;1282;75; Pour vente;291220,00;3143426,00;Non;15105,00;1305,00;11182190
7;90;10;15/12/2016;15/03/2021;2662;16981;Pour vente ;245;64; Pour vente;257842,00;6813196,00;Non;14099,00;1967,00;13680036
4;157;17;16/12/2016;16/03/2021;2353;19503;Pour vente ;1347;60; Pour vente;268364,00;5808964,00;Non;14041,00;1578,00;15160221
3;103;18;17/12/2016;17/03/2021;3104;12810;Pour vente ;2087;47; Pour vente;295137,00;2999337,00;Non;16244,00;1979,00;19194174
17;76;18;18/12/2016;18/03/2021;1924;12262;Pour vente ;526;32; Pour vente;299095,00;4683913,00;Non;13494,00;1352,00;19140240
12;217;12;19/12/2016;19/03/2021;2366;18557;Pour vente ;302;21; Pour vente;251023,00;4265100,00;Non;11904,00;1230,00;15439426
15;31;14;20/12/2016;20/03/2021;2335;18893;Pour vente ;829;23; Pour vente;274377,00;2447804,00;Non;17904,00;1709,00;18979406
3;73;11;21/12/2016;21/03/2021;1960;14099;Pour vente ;779;42; Pour vente;274110,00;7103481,00;Non;17087,00;1093,00;12876694
15;94;13;22/12/2016;22/03/2021;2083;13191;Pour vente ;1531;46; Pour vente;263631,00;6730093,00;Non;13037,00;1758,00;18443320
18;186;10;23/12/2016;23/03/2021;1921;10533;Pour vente ;550;98; Pour vente;267425,00;2156871,00;Non;12138,00;1508,00;14745530
9;99;17;24/12/2016;24/03/2021;3610;16185;Pour vente ;776;98; Pour vente;271646,00;5957748,00;Non;14666,00;1217,00;16953153
13;95;15;25/12/2016;25/03/2021;2827;11711;Pour vente ;825;45; Pour vente;265098,00;2291931,00;Non;14066,00;1453,00;14356086
7;94;16;26/12/2016;26/03/2021;3203;18228;Pour vente ;2211;74; Pour vente;281533,00;6764823,00;Non;12971,00;1459,00;19635383
7;93;11;27/12/2016;27/03/2021;3482;12440;Pour vente ;636;82; Pour vente;291569,00;4962504,00;Non;10514,00;1956,00;19409255
20;242;14;28/12/2016;28/03/2021;3072;10498;Pour vente ;347;96; Pour vente;272699,00;2271048,00;Non;15521,00;1367,00;12490941
20;199;20;29/12/2016;29/03/2021;2523;14388;Pour vente ;136;82; Pour vente;286397,00;7714501,00;Non;15477,00;1307,00;16133017
1;204;20;30/12/2016;30/03/2021;3095;10872;Pour vente ;235;88; Pour vente;283654,00;2323517,00;Non;16517,00;1282,00;11194877
1;58;17;31/12/2016;31/03/2021;1962;16960;Pour vente ;2236;53; Pour vente;291711,00;4655424,00;Non;11948,00;1417,00;11581793
15;202;16;01/01/2017;01/04/2021;1771;18007;Pour vente ;2250;97; Pour vente;296410,00;4414592,00;Non;14691,00;1318,00;12992616
16;80;17;02/01/2017;02/04/2021;2231;18177;Pour vente ;2464;30; Pour vente;259823,00;5060330,00;Non;19659,00;1199,00;11823407
14;202;17;03/01/2017;03/04/2021;1694;17431;Pour vente ;1759;80; Pour vente;275718,00;2847921,00;Non;19104,00;1041,00;19085277
15;147;10;04/01/2017;04/04/2021;2960;16205;Pour vente ;2176;34; Pour vente;298322,00;5104707,00;Non;18318,00;1034,00;10180271
6;240;18;05/01/2017;05/04/2021;3558;12398;Pour vente ;177;29; Pour vente;298161,00;2555816,00;Non;16601,00;1037,00;19366656
8;105;11;06/01/2017;06/04/2021;1946;11443;Pour vente ;1265;49; Pour vente;270479,00;3979895,00;Non;18689,00;1643,00;10674036
13;247;18;07/01/2017;07/04/2021;1924;13905;Pour vente ;1854;91; Pour vente;271405,00;5564015,00;Non;11920,00;1518,00;12291468
7;186;19;08/01/2017;08/04/2021;3150;13102;Pour vente ;1093;83; Pour vente;283249,00;6877183,00;Non;13579,00;1423,00;12004740
20;37;18;09/01/2017;09/04/2021;3483;14535;Pour vente ;373;41; Pour vente;253488,00;6916423,00;Non;12344,00;1959,00;15305407
16;128;20;10/01/2017;10/04/2021;2902;11717;Pour vente ;2515;44; Pour vente;286513,00;2070005,00;Non;17947,00;1319,00;17547088
8;187;20;11/01/2017;11/04/2021;1756;18319;Pour vente ;1730;45; Pour vente;298470,00;5129731,00;Non;18269,00;1663,00;17724815
5;27;11;12/01/2017;12/04/2021;2275;18632;Pour vente ;1754;90; Pour vente;256260,00;6302701,00;Non;17678,00;1549,00;17278637
7;36;19;13/01/2017;13/04/2021;1838;10232;Pour vente ;622;34; Pour vente;268035,00;5739684,00;Non;16073,00;1978,00;13666297
17;179;17;14/01/2017;14/04/2021;1576;15128;Pour vente ;2190;66; Pour vente;286466,00;2315977,00;Non;14672,00;1052,00;10259540
3;24;18;15/01/2017;15/04/2021;2305;10782;Pour vente ;1978;84; Pour vente;297078,00;2239005,00;Non;16154,00;1611,00;10154062
16;86;10;16/01/2017;16/04/2021;2526;14648;Pour vente ;2130;39; Pour vente;279893,00;2346622,00;Non;10269,00;1547,00;17405365
4;29;11;17/01/2017;17/04/2021;2261;17808;Pour vente ;1176;60; Pour vente;283986,00;4271446,00;Non;19611,00;1974,00;11911941
9;116;15;18/01/2017;18/04/2021;1379;18166;Pour vente ;1916;42; Pour vente;289364,00;4829572,00;Non;17972,00;1666,00;11384522
15;249;14;19/01/2017;19/04/2021;1398;18791;Pour vente ;827;25; Pour vente;288487,00;4716774,00;Non;13565,00;1237,00;14126675
12;85;16;20/01/2017;20/04/2021;3176;17091;Pour vente ;1331;28; Pour vente;262589,00;5119030,00;Non;16867,00;1977,00;13190315
17;77;15;21/01/2017;21/04/2021;3538;13171;Pour vente ;1329;80; Pour vente;278973,00;6499050,00;Non;12427,00;1385,00;19035929
19;253;16;22/01/2017;22/04/2021;2651;17817;Pour vente ;1679;63; Pour vente;257715,00;5172664,00;Non;12588,00;1585,00;10943431
16;101;11;23/01/2017;23/04/2021;2996;14076;Pour vente ;1970;52; Pour vente;295268,00;7829209,00;Non;19780,00;1658,00;14895052
11;151;16;24/01/2017;24/04/2021;3243;13185;Pour vente ;1924;64; Pour vente;267239,00;3364889,00;Non;18985,00;1766,00;14945174
4;139;12;25/01/2017;25/04/2021;3090;11435;Pour vente ;245;53; Pour vente;264651,00;6716311,00;Non;15636,00;1366,00;10415198
20;63;14;26/01/2017;26/04/2021;2768;17588;Pour vente ;1606;90; Pour vente;264550,00;5428292,00;Non;11507,00;1402,00;19144215
16;249;18;27/01/2017;27/04/2021;3320;11972;Pour vente ;1746;35; Pour vente;294576,00;5342605,00;Non;10432,00;1431,00;10509067
20;247;12;28/01/2017;28/04/2021;1949;11727;Pour vente ;1514;87; Pour vente;259906,00;6114308,00;Non;17180,00;1474,00;18967571
17;227;10;29/01/2017;29/04/2021;2517;13900;Pour vente ;875;30; Pour vente;271321,00;2014072,00;Non;12617,00;1755,00;18406331
19;106;15;30/01/2017;30/04/2021;2671;15236;Pour vente ;1472;86; Pour vente;286973,00;4370415,00;Non;14700,00;1388,00;15288782
14;196;11;31/01/2017;01/05/2021;2215;11415;Pour vente ;2007;62; Pour vente;257905,00;6793886,00;Non;13273,00;1687,00;18343482
1;219;15;01/02/2017;02/05/2021;1411;12209;Pour vente ;648;83; Pour vente;294620,00;5579823,00;Non;10464,00;1543,00;12185473
9;114;15;02/02/2017;03/05/2021;3764;13366;Pour vente ;1108;56; Pour vente;284419,00;3758573,00;Non;17709,00;1582,00;16070574
